1;clara;1480964716090;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;279;529
1;clara;1480964716363;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;278;536
1;clara;1480964716694;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;277;533
1;clara;1480964716985;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;275;529
1;clara;1480964717268;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;279;535
1;clara;1480964717565;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;276;522
1;clara;1480964717802;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;279;529
1;clara;1480964718057;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;292;521
1;clara;1480964718818;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;275;523
1;clara;1480964723362;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;287;533
1;clara;1480964723582;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;292;545
1;clara;1480964724079;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;310;530
1;clara;1480964724296;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;309;532
1;clara;1480964725410;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;280;530
1;clara;1480964725610;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;278;523
1;clara;1480964725821;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;283;535
1;clara;1480964726764;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;283;541
1;clara;1480964727018;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;305;524
1;clara;1480964727246;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;296;525
1;clara;1480964727484;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;304;529
1;clara;1480964728098;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;293;553
1;clara;1480964728354;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;322;529
1;clara;1480964728591;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;308;546
1;clara;1480964729022;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;303;530
1;clara;1480964731656;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;290;508
1;clara;1480964731899;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;290;532
1;clara;1480964732130;click;questionario.html#;Q:1:H:1-1 btn btn-info btn-lg;button;285;539
1;clara;1480964732661;click;questionario.html#;Q:2:H:1-2 list-group-item;a;94;230
1;clara;1480964733588;click;questionario.html#;Q:1:H:1-1 list-group-item;a;122;200
1;clara;1480964734714;click;questionario.html#;Q:2:H:1-2 list-group-item;a;121;232
1;clara;1480964740947;click;questionario.html#;C:2:H:1-2 btn btn-info btn-lg;button;567;574
1;clara;1480964746020;click;questionario.html#;C:2:H:1-2 close;button;1062;168
